name,price,color,size,description,image,url
"Tpu Drawstring Bag, W 20 X L 27 Cm",AED 35.00,White,,"This water-resistant, transparent material is used for bathroom pouches. It is also convenient for separating items and taking home dirty items.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:7322bf3f-8c26-4b04-b009-bb91422bb101/as/SK-J-4550344598177.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-tpu-drawstring-bag-w-20-x-l-27-cm-white.html
Bamboo Paper Petit Envelope Giant Panda,AED 12.00,Natural,,"It is made from paper that is 100% made from bamboo harvested from Japanese bamboo forests, and features motifs of endangered animals. It can hold bills without folding them, and is the perfect size to hold a ""tanzaku-style memo pad"" (sold separately).",https://media.alshaya.com/adobe/assets/urn:aaid:aem:01ee501f-7e43-414a-97b2-56e1f7e882a4/as/SK-J-4550512979159.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-bamboo-paper-petit-envelope-giant-panda-natural.html
"Tpu Drawstring Bag, W 25 X L 34 Cm",AED 39.00,White,,"This water-resistant, transparent material is used for bathroom pouches. It is also convenient for separating items and taking home dirty items.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:69322e28-9af2-4e12-a19b-75645026d82c/as/SK-J-4550344598160.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-tpu-drawstring-bag-w-25-x-l-34-cm-white.html
"Bamboo Paper Petit Envelope Lucky Charm Pattern, 3 Kinds",AED 9.00,Natural,,"Bamboo paper envelopes with three lucky designs: Maneki Neko (beckoning cat), Daruma (daruma doll), and Tai (sea bream). Made from paper made from 100% bamboo taken from Japanese bamboo forests. A set of three Japanese lucky charms.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:dca286e7-5190-4126-826d-91273b5e3218/as/SK-J-4550512979111.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-bamboo-paper-petit-envelope-lucky-charm-pattern-3-kinds-natural.html
"Masking Tape , W 15 Mm X L 7 M",AED 15.00,Kraft,,This is a craft masking tape that is not printed. You can write on it with a permanent marker.,https://media.alshaya.com/adobe/assets/urn:aaid:aem:c6ba1165-236d-40fa-a1e8-e97d208d88ff/as/SK-J-4550583366834.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-masking-tape-w-15-mm-x-l-7-m-kraft.html
"Perforated Masking Tape, W 30 Mm X L9 M",AED 19.00,Red,,"The words ""THANK_YOU"" and three types of icons are made into masking tape. Perfect for packing items that you want to send carefully. It has perforations, so you can tear each section by hand.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:563ca1ab-eaf1-44e9-865c-0525d9c90668/as/SK-J-4550512979302.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-perforated-masking-tape-w-30-mm-x-l9-m-red.html
"Perforated Masking Tape, W 30 Mm X L7 M",AED 19.00,Kraft,,Craft masking tape with perforations that makes it easy to cut. You can write on it with a permanent marker.,https://media.alshaya.com/adobe/assets/urn:aaid:aem:5c264d65-5e4f-4672-9930-9768634fa757/as/SK-J-4550512979289.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-perforated-masking-tape-w-30-mm-x-l7-m-kraft.html
"Perforated Masking Tape, W 15 Mm X L 7 M",AED 19.00,Kraft,,Craft masking tape with perforations that makes it easy to cut. You can write on it with a permanent marker.,https://media.alshaya.com/adobe/assets/urn:aaid:aem:03cf35e3-9c41-4c48-814d-b7f444e679ba/as/SK-J-4550583366841.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-perforated-masking-tape-w-15-mm-x-l-7-m-kraft.html
"Perforated Masking Tape, W 15 Mm X L9 M",AED 19.00,Red,,"Masking tape with ""Thank you"" written in 5 languages (Japanese, English, French, Chinese, Korean). It has perforations, so you can tear each section by hand.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:4972a1a9-0629-4829-8080-2abf6db38f24/as/SK-J-4550512979296.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-perforated-masking-tape-w-15-mm-x-l9-m-red.html
"Bamboo Paper Petit Envelope , White , 5 Pcs",AED 9.00,White,,"Bamboo Paper Petit Envelope , White , 5 pcs",https://media.alshaya.com/adobe/assets/urn:aaid:aem:3d51cdfd-1f1b-4ff4-b53d-0fa014f597f5/as/SK-J-4550512979227.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-bamboo-paper-petit-envelope-white-5-pcs-white.html
"Non-Stick Scissors, L 15.5 Cm",AED 25.00,White,,"Non-Stick Scissors, L 15.5 cm",https://media.alshaya.com/adobe/assets/urn:aaid:aem:4e7bd1ab-04bf-47db-80ff-7e4ddeac4e25/as/SK-J-4550512979029.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-non-stick-scissors-l-155-cm-white.html
"Double-Sided Sticky Note W 75 X L 75 Cm & W 75 X L 25 Cm ( Beige , Yellow & Blue)",AED 19.00,Multi,,"30 Sheets each . 75 x 75 and 75 x 25 sticky notes that can be used from both sides. There is glue on the top, so it won't fall apart no matter which way you use it.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:a7f2920c-2e21-4c50-9f1f-95b8f240a5a0/as/SK-J-4550583366605.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-double-sided-sticky-note-w-75-x-l-75-cm-w-75-x-l-25-cm-beige-yellow-blue-multi.html
"Bamboo Paper Petit Envelope , Red , 5 Pcs",AED 9.00,Red,,"Bamboo Paper Petit Envelope , Red , 5 pcs",https://media.alshaya.com/adobe/assets/urn:aaid:aem:a3035ee8-d599-4e37-851d-e4e584ad3520/as/SK-J-4550512979234.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-bamboo-paper-petit-envelope-red-5-pcs-red.html
Bamboo Paper Petit Envelope With Lucky Charm Pattern - 3 Kinds,AED 9.00,Red,,"3 types of lucky charms, Lucky Cat, Daruma , 3 pcs in 1 Set",https://media.alshaya.com/adobe/assets/urn:aaid:aem:bfe8e59b-d2f0-413b-a4ee-b52ed1b06b43/as/SK-J-4550512979104.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-bamboo-paper-petit-envelope-lucky-charm-pattern-3-kinds-red.html
"Acrylic Desktop Tissue Box, W 14.1 X D 11.7 X H 7.5 Cm",AED 29.00,Clear,,"Acrylic Desktop Tissue Box, W 14.1 x D 11.7 x H 7.5 cm",https://media.alshaya.com/adobe/assets/urn:aaid:aem:e6ae01c1-cb71-48f4-9db3-cff01a5aac05/as/SK-J-4550583410513.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-acrylic-desktop-tissue-box-w-141-x-d-117-x-h-75-cm-clear.html
Acrylic Tissue Holder For Boxed Tissues,AED 79.00,Clear,,Acrylic Tissue Holder for Boxed Tissues,https://media.alshaya.com/adobe/assets/urn:aaid:aem:7b013704-8c7c-4c9d-886a-ad9416fd805f/as/SK-J-4550583410537.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-acrylic-tissue-holder-boxed-tissues-clear.html
Acrylic Tissue Holder For Soft Pack Refill Tissues,AED 59.00,Clear,,Acrylic Tissue Holder for Soft Pack Refill Tissues,https://media.alshaya.com/adobe/assets/urn:aaid:aem:a5b499c5-d712-4e72-b7c2-e1a8b75b8f52/as/SK-J-4550583410520.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-acrylic-tissue-holder-soft-pack-refill-tissues-clear.html
"Eva Binder Case For A5 , 20 Holes With Zipper",AED 9.00,Semi Transparent,,"Eva Binder Case For A5 , 20 holes with Zipper",https://media.alshaya.com/adobe/assets/urn:aaid:aem:a24dbc7a-4b68-4e17-84f3-c1651e85532c/as/SK-J-4547315028795.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-eva-binder-case-a5-20-holes-zipper-semi-transparent.html
"Full Adhesive Deadline Sticky Note, Pink, Yellow, Blue 30 Sheets Each",AED 19.00,Multi,,"It's a sticky note where you can write dates and comments. Fully glued, it sticks firmly. The eye-catching colors and easy-to-use size make it convenient for task management.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:58954bdd-0b20-47ea-b0f7-95fbe32fb75f/as/SK-J-4550583366827.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-full-adhesive-deadline-sticky-note-pink-yellow-blue-30-sheets-each-multi.html
"Perforated Sticky Note Roll, Pink, W 5 X L 700 Cm",AED 25.00,PINK,,"Perforated Sticky Note Roll, Pink, W 5 x L 700 cm",https://media.alshaya.com/adobe/assets/urn:aaid:aem:e0c8b088-45b4-4ebf-95e8-8c14d6e67f4e/as/SK-J-4550583366810.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-perforated-sticky-note-roll-pink-w-5-x-l-700-cm-pink.html
"Sticky Note W 25 X L 75 Cm , 100 Sheets , Yellow",AED 9.00,Yellow,,"Sticky Note W 25 x L 75 cm , 100 Sheets , Yellow",https://media.alshaya.com/adobe/assets/urn:aaid:aem:78f2a348-c541-4005-916f-0072fb88d6e2/as/SK-J-4550583366629.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-sticky-note-w-25-x-l-75-cm-100-sheets-yellow-yellow.html
"Stick-On-Edges Checklist Sticky Note , 30 Sheets , W 6 X L 15.5 Cm",AED 9.00,White,,"Stick-On-Edges Checklist Sticky Note , 30 Sheets , W 6 x L 15.5 cm",https://media.alshaya.com/adobe/assets/urn:aaid:aem:55029b3e-08ce-4383-b7b9-10aa62ca5619/as/SK-J-4550512979258.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-stick-edges-checklist-sticky-note-30-sheets-w-6-x-l-155-cm-white.html
"Loose Leaf Papers Kraft Cover , A5 , 20 Holes , Beige",AED 15.00,Beige,,"Loose Leaf Papers Kraft Cover , A5 , 20 Holes , Beige",https://media.alshaya.com/adobe/assets/urn:aaid:aem:a5c56b75-b7f2-4e58-8250-99354d94305d/as/SK-J-4550182913828.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-loose-leaf-papers-kraft-cover-a5-20-holes-beige-beige.html
"Sticky Note W 75 X L 75 Cm , 50 Sheets , Blue",AED 9.00,Blue,,"Sticky Note W 75 x L 75 cm , 50 Sheets , Blue",https://media.alshaya.com/adobe/assets/urn:aaid:aem:3a4cf671-5fd9-4808-9e18-3768fa1c5fa9/as/SK-J-4550583366551.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-sticky-note-w-75-x-l-75-cm-50-sheets-blue-blue.html
"Perforated Sticky Note Roll, Yellow, W 5 X L 700 Cm",AED 25.00,Yellow,,"Perforated Sticky Note Roll, Yellow, W 5 x L 700 cm",https://media.alshaya.com/adobe/assets/urn:aaid:aem:dbf782d5-4ce0-4f2a-8ff6-98a95018ab3d/as/SK-J-4550583366797.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-perforated-sticky-note-roll-yellow-w-5-x-l-700-cm-yellow.html
"Perforated Sticky Note Roll, Blue, W 5 X L 700 Cm",AED 25.00,Blue,,"Perforated Sticky Note Roll, Blue, W 5 x L 700 cm",https://media.alshaya.com/adobe/assets/urn:aaid:aem:7b663004-e245-4024-a801-eca483c2ab73/as/SK-J-4550583366803.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-perforated-sticky-note-roll-blue-w-5-x-l-700-cm-blue.html
"Eva Binder Case For B5 , 26 Holes With Zipper",AED 12.00,Semi Transparent,,"Eva Binder Case For B5 , 26 holes with Zipper",https://media.alshaya.com/adobe/assets/urn:aaid:aem:9e13ee6b-a874-404f-a06d-6ee29411e8b6/as/SK-J-4547315028788.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-eva-binder-case-b5-26-holes-zipper-semi-transparent.html
"Perforated Sticky Note Roll , Check List, W 4 X L 300 Cm",AED 25.00,White,,"Perforated Sticky Note Roll , Check list, W 4 x L 300 cm",https://media.alshaya.com/adobe/assets/urn:aaid:aem:60837819-e6e0-435b-9fe3-1da40cc8c814/as/SK-J-4550583366780.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-perforated-sticky-note-roll-check-list-w-4-x-l-300-cm-white.html
"Full Adhesive Sticky Note W 25 X 75 Cm , Kraft . 70 Sheets",AED 9.00,Natural,,"Full Adhesive Sticky Note W 25 x 75 cm , Kraft . 70 Sheets",https://media.alshaya.com/adobe/assets/urn:aaid:aem:5e91e231-3556-44d3-b1dc-5bc7bb4fa0db/as/SK-J-4550583366643.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-full-adhesive-sticky-note-w-25-x-75-cm-kraft-70-sheets-natural.html
"Sticky Note W 25 X L 75 Cm , 100 Sheets , Blue",AED 9.00,Blue,,"Sticky Note W 25 x L 75 cm , 100 Sheets , Blue",https://media.alshaya.com/adobe/assets/urn:aaid:aem:eb0a4d21-a63b-4fc9-9707-bbfe50da2414/as/SK-J-4550583366636.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-sticky-note-w-25-x-l-75-cm-100-sheets-blue-blue.html
"Full Adhesive Sticky Note , White , 30 Sheets . W 75 X L 75 Cm",AED 9.00,White,,"Full Adhesive Sticky Note , White , 30 Sheets . W 75 x L 75 cm",https://media.alshaya.com/adobe/assets/urn:aaid:aem:165aef9b-24ce-44fd-b593-bbb21c8760d4/as/SK-J-4550583366599.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-full-adhesive-sticky-note-white-30-sheets-w-75-x-l-75-cm-white.html
"Full Adhesive Sticky Note , Grey, 30 Sheets . W 75 X L 75 Cm",AED 9.00,Grey,,"Full Adhesive Sticky Note , Grey, 30 Sheets . W 75 x L 75 cm",https://media.alshaya.com/adobe/assets/urn:aaid:aem:e0110074-5630-4563-a81f-2a9eb57c9d17/as/SK-J-4550583366582.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-full-adhesive-sticky-note-grey-30-sheets-w-75-x-l-75-cm-grey.html
"Sticky Note W 75 X L 75 Cm , 50 Sheets , Yellow",AED 9.00,Yellow,,"Sticky Note W 75 x L 75 cm , 50 Sheets , Yellow",https://media.alshaya.com/adobe/assets/urn:aaid:aem:af2c68bc-c852-4d1b-aec6-73dcc5c3892a/as/SK-J-4550583366544.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-sticky-note-w-75-x-l-75-cm-50-sheets-yellow-yellow.html
"Sticky Index Tab Film Type, W 31 X L 6 Cm, 10 Sheets Each",AED 19.00,Multi,,"Sticky Index Tab Film Type, W 31 x L 6 cm, 10 Sheets each",https://media.alshaya.com/adobe/assets/urn:aaid:aem:0ea988d8-2e59-42ad-9c40-49a744751b2c/as/SK-J-4550583366735.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-sticky-index-tab-film-type-w-31-x-l-6-cm-10-sheets-each-multi.html
"5 MM Grid Sticky Note W 75 X L 75 Cm , 50 Sheets , Yellow",AED 9.00,Yellow,,"5 MM Grid Sticky Note W 75 x L 75 cm , 50 Sheets , Yellow",https://media.alshaya.com/adobe/assets/urn:aaid:aem:bd3d5c71-abc6-4fa3-aae9-0c1f68b5b51a/as/SK-J-4550583366568.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-5-mm-grid-sticky-note-w-75-x-l-75-cm-50-sheets-yellow-yellow.html
"Perforated Sticky Note Roll , 4 Boxes , W 4 X L 300 Cm",AED 25.00,White,,"Perforated Sticky Note Roll , 4 boxes , W 4 x L 300 cm",https://media.alshaya.com/adobe/assets/urn:aaid:aem:a4088e3e-e8b1-46a5-aac9-2f28094fa958/as/SK-J-4550583366773.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-perforated-sticky-note-roll-4-boxes-w-4-x-l-300-cm-white.html
"Eva Binder Case For A4 , 30 Holes With Zipper",AED 15.00,Semi Transparent,,"Eva Binder Case For A4 , 30 holes with Zipper",https://media.alshaya.com/adobe/assets/urn:aaid:aem:5636839d-190e-4a52-a346-1f3f1746f907/as/SK-J-4547315028771.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-eva-binder-case-a4-30-holes-zipper-semi-transparent.html
"Full Adhesive Sticky Note , Kraft , 30 Sheets . W 75 X L 75 Cm",AED 9.00,Natural,,"Full Adhesive Sticky Note , Kraft , 30 Sheets . W 75 x L 75 cm",https://media.alshaya.com/adobe/assets/urn:aaid:aem:313b678b-d539-4601-8432-4ac4077825b8/as/SK-J-4550583366575.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-full-adhesive-sticky-note-kraft-30-sheets-w-75-x-l-75-cm-natural.html
"Sticky Note W 75 X L 75 Cm , 50 Sheets , Natural",AED 9.00,Natural,,"Sticky Note W 75 x L 75 cm , 50 Sheets , Natural",https://media.alshaya.com/adobe/assets/urn:aaid:aem:40deaa78-4992-443f-a9f4-20d143a8a840/as/SK-J-4550583366537.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-sticky-note-w-75-x-l-75-cm-50-sheets-natural-natural.html
"Sticky Index Tab Thick Film Type, W 35 X L 15 Cm, 10 Sheets Each",AED 19.00,Multi,,"Sticky Index Tab Thick Film Type, W 35 x L 15 cm, 10 Sheets each",https://media.alshaya.com/adobe/assets/urn:aaid:aem:0776e0ea-4543-43da-ae2a-0bb9d813c34a/as/SK-J-4550583366728.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-sticky-index-tab-thick-film-type-w-35-x-l-15-cm-10-sheets-each-multi.html
"Sticky Index Tab Thick Film Type , W 25 X L 25 Cm , 10 Sheets Each",AED 19.00,Multi,,"Sticky Index Tab Thick Film Type , W 25 x L 25 cm , 10 Sheets each",https://media.alshaya.com/adobe/assets/urn:aaid:aem:833ba7a9-2463-4feb-86c3-0265e09235e0/as/SK-J-4550583366759.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-sticky-index-tab-thick-film-type-w-25-x-l-25-cm-10-sheets-each-multi.html
"5 MM Grid Sticky Note W 150 X L 150 Cm , Yellow , 30 Sheets",AED 19.00,Yellow,,"5 MM Grid Sticky Note W 150 x L 150 cm , Yellow , 30 Sheets",https://media.alshaya.com/adobe/assets/urn:aaid:aem:fb19c500-e746-4732-8537-a36ac7ba8a38/as/SK-J-4550583366711.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-5-mm-grid-sticky-note-w-150-x-l-150-cm-yellow-30-sheets-yellow.html
"Sticky Note W 25 X L 75 Cm , 100 Sheets , Natural",AED 9.00,Natural,,"Sticky Note W 25 x L 75 cm , 100 Sheets , Natural",https://media.alshaya.com/adobe/assets/urn:aaid:aem:54956cac-b3ab-4251-8666-88090936d14d/as/SK-J-4550583366612.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-sticky-note-w-25-x-l-75-cm-100-sheets-natural-natural.html
"Planting Tree Paper Double Ring Notebook , 48 Sheet , A7 , Dark Grey",AED 9.00,Dark Grey,,"Planting Tree Paper Double Ring Notebook , 48 sheet , A7 , Dark Grey",https://media.alshaya.com/adobe/assets/urn:aaid:aem:62bd1c97-5bcc-41e4-b7b0-40e9310a9a8f/as/SK-J-4547315265008.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-planting-tree-paper-double-ring-notebook-48-sheet-a7-dark-grey-dark-grey.html
"Loose Leaf Refill Paper, Planner Sheets, 20 Holes, 30 Sheets, A5",AED 9.00,White,,"Loose Leaf Refill Paper, Planner Sheets, 20 Holes, 30 Sheets, A5",https://media.alshaya.com/adobe/assets/urn:aaid:aem:e9fdab20-adf8-49c0-9c4e-ae9589f04838/as/SK-J-4550344296851.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-loose-leaf-refill-paper-planner-sheets-20-holes-30-sheets-a5-white.html
"Glue Stick, 8 Gm, W 19 X D 19 X H 79 Mm",AED 12.00,Natural,,"Featuring an easy-to-use application mechanism, this glue stick conveniently twists up for use and retracts for storage. It features a solid stick formulation that helps to stick instantly. It is a compact type of mobile glue containing 8g. The non-toxic glue is permanent and can be applied with a simple rub onto paper, fabric, photos, and cardboard.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:a5c6b35b-0ffd-4ff2-b263-bd35802cc36d/as/SK-J-4550344596753.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-glue-stick-8-gm-w-19-x-d-19-x-h-79-mm-natural.html
"No-Iron Sticker Label , Each Piece W 5 X L 2 Cm , 4 X 2 Sheets",AED 15.00,White,,"No-Iron Sticker Label, Each Piece W5 x L2 cm, 4 x 2 Sheets",https://media.alshaya.com/adobe/assets/urn:aaid:aem:cd5d5c73-4172-4702-b624-132f520f3f8b/as/SK-J-4550512983286.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-no-iron-sticker-label-each-piece-w-5-x-l-2-cm-4-x-2-sheets-white.html
"No-Iron Sticker Label , Each Piece W 3 X L 3 Cm , 6 X 2 Sheets",AED 15.00,White,,"No-Iron Sticker Label , Each Piece W 3 x L 3 cm , 6 x 2 Sheets",https://media.alshaya.com/adobe/assets/urn:aaid:aem:9578459f-26ef-475e-abfa-179f57995046/as/SK-J-4550512983293.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-no-iron-sticker-label-each-piece-w-3-x-l-3-cm-6-x-2-sheets-white.html
"No-Iron Sticker Label , Each Piece W 3 X L 1 Cm , 14 X 2 Sheets",AED 15.00,White,,"No-Iron Sticker Label, Each Piece W3 x L1 cm, 14 x 2 Sheets",https://media.alshaya.com/adobe/assets/urn:aaid:aem:a97d0706-f160-4ca0-84ec-2d82c5f5e48a/as/SK-J-4550512983279.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-no-iron-sticker-label-each-piece-w-3-x-l-1-cm-14-x-2-sheets-white.html
"Whiteboard Pen With Eraser, Black",AED 9.00,Black,,"Whiteboard Pen with Eraser, Black",https://media.alshaya.com/adobe/assets/urn:aaid:aem:c8c9968a-0c46-4db3-b6b7-e24a69911594/as/SK-J-4550344902660.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-whiteboard-pen-eraser-black-black.html
"Planting Tree Paper Double Ring Notebook , 48 Sheet , A7 , Beige",AED 9.00,Beige,,"Planting Tree Paper Double Ring Notebook, 48 sheet, A7, Beige",https://media.alshaya.com/adobe/assets/urn:aaid:aem:55ac37a2-6fec-4209-a700-53de9495f1d7/as/SK-J-4547315264971.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-planting-tree-paper-double-ring-notebook-48-sheet-a7-beige-beige.html
"Stretchy Polyester Card Holder , With Black Reel",AED 59.00,Black,,Stretchy Polyester Card Holder With Black Reel,https://media.alshaya.com/adobe/assets/urn:aaid:aem:d361e954-e580-4fa3-a2fe-ad8db656020e/as/SK-J-4550344302224.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-stretchy-polyester-card-holder-black-reel-black.html
"Masking Tape, 15 Mm X 10 M, White",AED 9.00,White,,"Must-have stationery in your kit, the masking tape comes in handy when you need it the most. It can be used to can write letters with an oil-based marker and stick on onto the boxes or wherever you want to distinguish them. This white masking tape is not printed and has a plain surface. This masking tape comes in the dimension of 15 mm x 10 mm. Made from high-quality material, it sticks very well on most surfaces.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:a4e25ee7-3c47-4f3d-af41-b95b2be5f9db/as/SK-J-4550182188868.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-masking-tape-15-mm-x-10-m-white-white.html
"Open-Flat Notebook, A6, Light Grey , 72 Sheets",AED 25.00,Dark Grey,,"Horizontal lines. Sporting a light grey cover with rounded corners, the Open flat notebook comes in handy at any time for taking notes. The high-quality paper in this A6 notebook looks so much enticing that you will tend to keep on writing. You can write with any writing instruments including fountain ink pens, gel pens, ballpoint pens and even highlighters.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:09eca56d-7ada-473b-8bdb-de1fc020a1f5/as/SK-J-4550002469245.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-open-flat-notebook-a6-light-grey-72-sheets-dark-grey.html
"Open-Flat Notebook, B6, Light Grey , 80 Sheets",AED 29.00,Light Grey,,"Horizontal lines. The B6 open-flat notebook has thick papers that are ideal for writing with any types of pens and pencils. Resistant to ink smearing and bleed-through, the notebook can be used to take notes, write discussion points, write down dictations, or pen down thoughts. The minimalistic light grey cover comes with rounded corners for a finished look.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:60aff2cd-c1e6-4a43-9ecd-ba17523c3ffb/as/SK-J-4550002185220.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-open-flat-notebook-b6-light-grey-80-sheets-light-grey.html
"Sketchbook F4 , 20 Sheets",AED 45.00,Beige,,"Sketchbook F4, 20 Sheets",https://media.alshaya.com/adobe/assets/urn:aaid:aem:364f747d-cc64-4bfe-ac01-aca069539654/as/SK-J-4550182110982.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-sketchbook-f4-20-sheets-beige.html
"Stackable Velour Case For Necklaces ,For Acrylic Case",AED 99.00,,,"Stackable Velour Case For Necklaces ,for Acrylic Case",https://media.alshaya.com/adobe/assets/urn:aaid:aem:b5bc3308-febd-41d2-8750-36713af3b246/as/SK-J-4550344596531.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-stackable-velour-case-necklaces-acrylic-case-grey.html
"Polypropylene Stand File Box Wide, A4, W15 X D27.6 X H31.8cm, Clear",AED 39.00,Clear,,"Polypropylene Stand File Box Wide, A4, W15 x D27.6 x H31.8 cm, Clear",https://media.alshaya.com/adobe/assets/urn:aaid:aem:327a700d-fce0-4fd7-975a-c5fd5208a91b/as/SK-J-4550344902905.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-polypropylene-stand-file-box-wide-a4-w15-x-d276-x-h318cm-clear-clear.html
"Polypropylene File Box Standard Wide, A4 , White Grey",AED 69.00,White/Grey,,"Polypropylene File Box Standard Wide, A4, White Grey",https://media.alshaya.com/adobe/assets/urn:aaid:aem:8e7bcbfe-8c5d-44ca-92ee-6f34b842ab5a/as/SK-J-4550344902813.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-polypropylene-file-box-standard-wide-a4-white-grey-white-grey.html
"Notebook With Ring Mobile Note , B6 , 80 Sheets , 6 MM",AED 19.00,Black,,"There is an endless opportunity of writing your thoughts or taking notes in the notebook with a ring mobile note. This B6 notebook features a rubber clasp, double ring, black-coloured cover, and 80 Sheets of high-quality paper. Each paper is designed with a 6 mm horizontal ruled line for beautiful writing. Pen down your feelings and memorable moments or keep track of daily tasks in this notebook.",https://media.alshaya.com/adobe/assets/urn:aaid:aem:bf990c5c-d0e7-49ed-bac7-dc83dd15f856/as/SK-J-4550182111309.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-notebook-ring-mobile-note-b6-80-sheets-6-mm-black.html
"Polypropylene Stand File Box Wide, A4, W15 X D27.6 X H31.8cm, White Grey",AED 39.00,White/Grey,,"Polypropylene Stand File Box Wide, A4, W15 x D27.6 x H31.8 cm, White Grey",https://media.alshaya.com/adobe/assets/urn:aaid:aem:f0e2e45b-ac03-4b58-aec2-df2d19bbd270/as/SK-J-4550344902912.jpg?width=638&height=638&preferwebp=true,https://www.muji.ae/en/buy-polypropylene-stand-file-box-wide-a4-w15-x-d276-x-h318cm-white-grey-white-grey.html
